Farmer_ID,Village_ID,District,State,Group,FPO_Member,WDC_Intervention_Area,Age_of_Farmer,Land_Size_Hectares,Farm_Size_Acres,Primary_Crop,Has_Tractor,Access_to_Credit,Distance_to_Market_KM,Off_Farm_Income,Soil_Health_Score,Rainfall_Annual_mm,Avg_Temp_Celsius,Time_Period,Irrigation_Source_Before,Irrigation_Source_After,Training_Received,Crop_Diversification,Fertilizer_Used_Kg_per_Hectare,Pesticide_Used_Liters_per_Hectare,Yield_Kg_Per_Hectare,Cost_of_Cultivation,Income_Annual,Latitude,Longitude
FARM0482,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,57,1.38,3.41,Cotton,NO,NO,8.3,75300,7.4,817,24.5,After,Well,Well,YES,NO,88.51,7.29,7429.04,16625.46,103965.71,28.7166767,77.890433
FARM0482,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,57,1.38,3.41,Cotton,NO,NO,8.3,75300,7.4,817,24.5,Before,Well,Well,NO,NO,90.24,7.9,6532.71,17003.29,91670.19,28.7166767,77.890433
FARM0483,MYS04,Mysuru,Karnataka,Treatment,YES,YES,48,1.64,4.05,Soybean,NO,NO,13.2,38700,5.7,803,24.8,After,Well,Well,YES,NO,110.95,4.81,8401.82,16950.97,118442.5,12.3041464,76.6529521
FARM0483,MYS04,Mysuru,Karnataka,Treatment,YES,YES,48,1.64,4.05,Soybean,NO,NO,13.2,38700,5.7,803,24.8,Before,Well,Well,NO,NO,108.82,5.2,7332.88,18756.64,92704.33,12.3041464,76.6529521
FARM0484,MYS02,Mysuru,Karnataka,Treatment,YES,YES,25,1.83,4.52,Sugarcane,NO,YES,10.8,71800,6.3,897,25.2,After,Well,Well,YES,YES,96.54,6.29,9503.94,18805.58,153263.55,12.3041464,76.6529521
FARM0484,MYS02,Mysuru,Karnataka,Treatment,YES,YES,25,1.83,4.52,Sugarcane,NO,YES,10.8,71800,6.3,897,25.2,Before,Well,Well,NO,NO,95.31,6.5,8430.16,20525.79,111990.61,12.3041464,76.6529521
FARM0485,PUN04,Pune,Maharashtra,Treatment,YES,YES,30,0.83,2.05,Wheat,NO,YES,15.8,73300,8.3,730,24.9,After,Rainfed,Rainfed,YES,YES,97.01,3.87,4088.41,8955.94,66827.2,18.5213738,73.8545071
FARM0485,PUN04,Pune,Maharashtra,Treatment,YES,YES,30,0.83,2.05,Wheat,NO,YES,15.8,73300,8.3,730,24.9,Before,Rainfed,Rainfed,NO,NO,97.73,4.12,3407.51,9321.5,48083.25,18.5213738,73.8545071
FARM0486,NAG05,Nagpur,Maharashtra,Treatment,YES,YES,41,2.91,7.19,Maize,NO,NO,19.2,0,8.2,1207,26.5,After,Canal,Canal,YES,NO,109.8,5.36,14861.24,31342.47,208726.76,21.1498134,79.0820556
FARM0486,NAG05,Nagpur,Maharashtra,Treatment,YES,YES,41,2.91,7.19,Maize,NO,NO,19.2,0,8.2,1207,26.5,Before,Canal,Canal,NO,NO,109.11,5.95,13046.94,32502.28,186243.72,21.1498134,79.0820556
FARM0487,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,61,1.22,3.01,Maize,NO,YES,14.6,74200,6.2,835,24.1,After,Well,Well,YES,YES,109.17,5.92,6561.44,12981.52,105971.73,28.7166767,77.890433
FARM0487,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,61,1.22,3.01,Maize,NO,YES,14.6,74200,6.2,835,24.1,Before,Well,Well,NO,NO,105.95,5.94,5709.69,13706.17,80275.7,28.7166767,77.890433
FARM0488,NAG01,Nagpur,Maharashtra,Treatment,YES,YES,25,1.49,3.68,Sugarcane,YES,YES,5.7,43000,8.2,1162,27.0,After,Well,Well,YES,NO,95.69,5.98,7538.19,14647.04,105764.1,21.1498134,79.0820556
FARM0488,NAG01,Nagpur,Maharashtra,Treatment,YES,YES,25,1.49,3.68,Sugarcane,YES,YES,5.7,43000,8.2,1162,27.0,Before,Well,Well,NO,NO,92.91,6.08,6890.72,15197.25,93363.03,21.1498134,79.0820556
FARM0489,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,34,0.78,1.93,Rice,NO,NO,16.5,0,4.8,750,24.5,After,Well,Well,YES,NO,108.48,5.36,3872.19,8142.95,54300.46,28.7733808,77.5033582
FARM0489,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,34,0.78,1.93,Rice,NO,NO,16.5,0,4.8,750,24.5,Before,Well,Well,NO,NO,114.12,5.89,3265.33,8998.87,53522.62,28.7733808,77.5033582
FARM0490,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,33,2.02,4.99,Pulses,YES,YES,12.4,0,8.0,798,24.2,After,Well,Well,YES,NO,107.78,4.11,11192.99,19380.25,159388.82,28.7166767,77.890433
FARM0490,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,33,2.02,4.99,Pulses,YES,YES,12.4,0,8.0,798,24.2,Before,Well,Well,NO,NO,103.73,4.14,9670.44,19865.12,144549.75,28.7166767,77.890433
FARM0491,MYS04,Mysuru,Karnataka,Treatment,YES,YES,50,6.65,16.43,Soybean,YES,NO,23.9,0,5.1,870,24.8,After,Rainfed,Rainfed,YES,YES,100.67,5.17,30046.54,62479.6,483122.74,12.3041464,76.6529521
FARM0491,MYS04,Mysuru,Karnataka,Treatment,YES,YES,50,6.65,16.43,Soybean,YES,NO,23.9,0,5.1,870,24.8,Before,Rainfed,Rainfed,NO,NO,100.84,5.4,25428.77,67025.18,349583.53,12.3041464,76.6529521
FARM0492,MUR05,Muradnagar,Uttar Pradesh,Treatment,YES,YES,34,3.74,9.24,Sugarcane,NO,NO,16.3,23800,7.6,831,24.2,After,Canal,Canal,YES,YES,92.39,7.42,20583.07,41085.03,331151.53,28.7733808,77.5033582
FARM0492,MUR05,Muradnagar,Uttar Pradesh,Treatment,YES,YES,34,3.74,9.24,Sugarcane,NO,NO,16.3,23800,7.6,831,24.2,Before,Canal,Canal,NO,NO,94.11,7.8,18004.93,43118.54,247877.79,28.7733808,77.5033582
FARM0493,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,27,1.64,4.05,Maize,NO,NO,17.9,78200,6.7,815,24.9,After,Canal,Canal,YES,NO,105.11,5.11,8256.97,15885.69,116214.4,28.7166767,77.890433
FARM0493,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,27,1.64,4.05,Maize,NO,NO,17.9,78200,6.7,815,24.9,Before,Canal,Canal,NO,NO,106.23,5.41,7439.21,17410.51,105453.71,28.7166767,77.890433
FARM0494,MYS01,Mysuru,Karnataka,Treatment,YES,YES,54,1.67,4.13,Soybean,NO,NO,24.2,59400,5.4,805,24.7,After,Well,Well,YES,NO,93.24,4.81,8615.93,18314.36,122109.33,12.3041464,76.6529521
FARM0494,MYS01,Mysuru,Karnataka,Treatment,YES,YES,54,1.67,4.13,Soybean,NO,NO,24.2,59400,5.4,805,24.7,Before,Well,Well,NO,NO,91.76,4.82,7437.92,19077.35,105272.03,12.3041464,76.6529521
FARM0495,HAP04,Hapur,Uttar Pradesh,Treatment,YES,YES,60,1.63,4.03,Maize,NO,YES,14.0,62800,4.9,781,24.9,After,Canal,Canal,YES,NO,126.18,5.48,7658.03,16888.03,106287.08,28.7166767,77.890433
FARM0495,HAP04,Hapur,Uttar Pradesh,Treatment,YES,YES,60,1.63,4.03,Maize,NO,YES,14.0,62800,4.9,781,24.9,Before,Canal,Canal,NO,NO,129.87,5.64,7546.78,18605.29,105975.13,28.7166767,77.890433
FARM0496,NAG02,Nagpur,Maharashtra,Treatment,YES,YES,48,2.45,6.05,Gram,NO,YES,30.3,32100,7.7,1192,26.7,After,Well,Well,YES,NO,94.72,4.25,12148.1,25749.98,172373.04,21.1498134,79.0820556
FARM0496,NAG02,Nagpur,Maharashtra,Treatment,YES,YES,48,2.45,6.05,Gram,NO,YES,30.3,32100,7.7,1192,26.7,Before,Well,Well,NO,NO,92.74,4.44,10934.76,27314.5,150297.83,21.1498134,79.0820556
FARM0497,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,47,4.66,11.52,Wheat,NO,YES,8.5,79100,8.3,832,24.7,After,Canal,Canal,YES,NO,95.94,4.22,25770.34,51922.42,367775.38,28.7166767,77.890433
FARM0497,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,47,4.66,11.52,Wheat,NO,YES,8.5,79100,8.3,832,24.7,Before,Canal,Canal,NO,NO,97.14,4.37,22107.47,55789.84,310367.1,28.7166767,77.890433
FARM0498,DHA03,Dharwad,Karnataka,Treatment,YES,YES,33,2.58,6.38,Rice,NO,YES,10.6,26800,7.9,881,24.7,After,Well,Well,YES,NO,111.96,4.98,14374.62,29395.36,203419.67,15.3707296,75.1332867
FARM0498,DHA03,Dharwad,Karnataka,Treatment,YES,YES,33,2.58,6.38,Rice,NO,YES,10.6,26800,7.9,881,24.7,Before,Well,Well,NO,NO,107.17,5.29,12250.06,30399.21,171732.67,15.3707296,75.1332867
FARM0499,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,51,3.25,8.03,Sugarcane,NO,YES,20.8,21200,7.6,827,24.8,After,Rainfed,Rainfed,YES,NO,106.28,6.6,16020.95,35434.82,222680.9,28.7733808,77.5033582
FARM0499,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,51,3.25,8.03,Sugarcane,NO,YES,20.8,21200,7.6,827,24.8,Before,Rainfed,Rainfed,NO,NO,102.44,7.04,13578.6,36439.11,186794.21,28.7733808,77.5033582
FARM0500,DHA05,Dharwad,Karnataka,Treatment,YES,YES,45,2.65,6.55,Wheat,NO,NO,13.6,0,7.7,885,24.4,After,Canal,Canal,YES,YES,97.56,5.44,14512.98,27643.75,236113.9,15.3707296,75.1332867
FARM0500,DHA05,Dharwad,Karnataka,Treatment,YES,YES,45,2.65,6.55,Wheat,NO,NO,13.6,0,7.7,885,24.4,Before,Canal,Canal,NO,NO,93.03,5.48,12548.04,29461.82,174902.44,15.3707296,75.1332867
FARM0501,DHA05,Dharwad,Karnataka,Treatment,YES,YES,49,3.15,7.78,Sugarcane,YES,YES,47.4,34900,8.0,931,24.3,After,Well,Well,YES,NO,100.13,5.55,17594.0,29089.97,248860.45,15.3707296,75.1332867
FARM0501,DHA05,Dharwad,Karnataka,Treatment,YES,YES,49,3.15,7.78,Sugarcane,YES,YES,47.4,34900,8.0,931,24.3,Before,Well,Well,NO,NO,104.32,6.07,15165.11,30886.93,204475.64,15.3707296,75.1332867
FARM0502,MYS02,Mysuru,Karnataka,Treatment,YES,YES,32,2.06,5.09,Soybean,NO,NO,8.5,54300,4.0,849,24.5,After,Rainfed,Well,YES,NO,125.7,4.7,9938.62,22793.88,139057.11,12.3041464,76.6529521
FARM0502,MYS02,Mysuru,Karnataka,Treatment,YES,YES,32,2.06,5.09,Soybean,NO,NO,8.5,54300,4.0,849,24.5,Before,Rainfed,Rainfed,NO,NO,129.96,4.83,7769.52,23601.77,108616.85,12.3041464,76.6529521
FARM0503,PUN02,Pune,Maharashtra,Treatment,YES,YES,47,3.33,8.23,Wheat,NO,NO,19.2,38100,3.6,736,25.1,After,Rainfed,Well,YES,NO,131.72,3.8,15738.82,35668.3,220977.27,18.5213738,73.8545071
FARM0503,PUN02,Pune,Maharashtra,Treatment,YES,YES,47,3.33,8.23,Wheat,NO,NO,19.2,38100,3.6,736,25.1,Before,Rainfed,Rainfed,NO,NO,127.1,4.2,11349.66,38512.24,158803.84,18.5213738,73.8545071
FARM0504,NAG04,Nagpur,Maharashtra,Treatment,YES,YES,64,1.98,4.89,Maize,YES,YES,6.1,33700,4.3,1170,27.3,After,Canal,Canal,YES,NO,122.3,4.64,9009.13,17226.53,125701.69,21.1498134,79.0820556
FARM0504,NAG04,Nagpur,Maharashtra,Treatment,YES,YES,64,1.98,4.89,Maize,YES,YES,6.1,33700,4.3,1170,27.3,Before,Canal,Canal,NO,NO,123.87,5.0,7674.62,17899.82,109771.52,21.1498134,79.0820556
FARM0505,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,29,1.91,4.72,Wheat,NO,YES,18.2,20300,6.0,835,24.3,After,Rainfed,Rainfed,YES,NO,94.17,4.33,8682.97,22748.07,122509.81,28.7166767,77.890433
FARM0505,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,29,1.91,4.72,Wheat,NO,YES,18.2,20300,6.0,835,24.3,Before,Rainfed,Rainfed,NO,NO,97.25,4.38,7397.01,23495.81,110441.82,28.7166767,77.890433
FARM0506,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,57,2.38,5.88,Wheat,YES,NO,10.2,0,7.1,820,24.2,After,Well,Well,YES,YES,104.44,4.6,12186.68,23856.93,198201.65,28.7166767,77.890433
FARM0506,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,57,2.38,5.88,Wheat,YES,NO,10.2,0,7.1,820,24.2,Before,Well,Well,NO,NO,100.28,4.91,10793.29,25296.02,154813.14,28.7166767,77.890433
FARM0507,NAG03,Nagpur,Maharashtra,Treatment,YES,YES,40,1.23,3.04,Soybean,NO,YES,7.8,29400,4.5,1184,26.8,After,Well,Well,YES,NO,127.72,5.14,5723.66,12294.31,79549.54,21.1498134,79.0820556
FARM0507,NAG03,Nagpur,Maharashtra,Treatment,YES,YES,40,1.23,3.04,Soybean,NO,YES,7.8,29400,4.5,1184,26.8,Before,Well,Well,NO,NO,122.17,5.35,4747.54,13260.62,76218.51,21.1498134,79.0820556
FARM0508,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,29,3.45,8.53,Wheat,NO,YES,17.3,52000,4.1,780,24.8,After,Well,Well,YES,NO,122.49,4.48,16047.97,37002.54,224532.84,28.7166767,77.890433
FARM0508,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,29,3.45,8.53,Wheat,NO,YES,17.3,52000,4.1,780,24.8,Before,Well,Well,NO,NO,119.88,4.9,14250.02,37821.04,202319.66,28.7166767,77.890433
FARM0509,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,61,1.97,4.87,Cotton,NO,YES,11.9,0,8.3,786,24.2,After,Well,Well,YES,NO,103.23,7.06,11182.3,19533.11,156711.93,28.7166767,77.890433
FARM0509,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,61,1.97,4.87,Cotton,NO,YES,11.9,0,8.3,786,24.2,Before,Well,Well,NO,NO,101.85,7.08,9605.55,21312.09,135073.61,28.7166767,77.890433
FARM0510,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,58,5.83,14.41,Soybean,NO,YES,18.7,34700,5.3,812,24.6,After,Rainfed,Well,YES,NO,99.43,5.64,29778.27,62046.12,418627.74,28.7733808,77.5033582
FARM0510,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,58,5.83,14.41,Soybean,NO,YES,18.7,34700,5.3,812,24.6,Before,Rainfed,Rainfed,NO,NO,103.3,5.83,22354.92,65797.26,311027.05,28.7733808,77.5033582
FARM0511,HAP04,Hapur,Uttar Pradesh,Treatment,YES,YES,39,1.31,3.24,Sugarcane,NO,YES,7.2,63500,8.1,816,24.5,After,Rainfed,Rainfed,YES,NO,89.92,6.96,6560.13,13602.9,91486.97,28.7166767,77.890433
FARM0511,HAP04,Hapur,Uttar Pradesh,Treatment,YES,YES,39,1.31,3.24,Sugarcane,NO,YES,7.2,63500,8.1,816,24.5,Before,Rainfed,Rainfed,NO,NO,94.21,7.19,5299.61,14961.97,70306.95,28.7166767,77.890433
FARM0512,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,27,2.11,5.21,Rice,NO,NO,16.4,37600,4.7,819,24.9,After,Well,Well,YES,NO,121.16,3.86,10476.51,22351.4,147963.02,28.7166767,77.890433
FARM0512,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,27,2.11,5.21,Rice,NO,NO,16.4,37600,4.7,819,24.9,Before,Well,Well,NO,NO,124.49,4.15,8641.47,24050.04,126857.97,28.7166767,77.890433
FARM0513,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,35,3.12,7.71,Sugarcane,YES,NO,13.3,0,8.4,765,24.2,After,Rainfed,Well,YES,NO,96.54,7.78,16997.1,27512.68,236790.42,28.7733808,77.5033582
FARM0513,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,35,3.12,7.71,Sugarcane,YES,NO,13.3,0,8.4,765,24.2,Before,Rainfed,Rainfed,NO,NO,95.05,7.87,13584.47,29677.78,186607.94,28.7733808,77.5033582
FARM0514,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,28,3.86,9.54,Pulses,NO,YES,12.5,22100,4.7,843,25.1,After,Rainfed,Rainfed,YES,YES,134.29,4.24,16022.18,41729.89,255041.85,28.7166767,77.890433
FARM0514,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,28,3.86,9.54,Pulses,NO,YES,12.5,22100,4.7,843,25.1,Before,Rainfed,Rainfed,NO,NO,129.63,4.59,14078.29,43579.15,196012.06,28.7166767,77.890433
FARM0515,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,34,1.49,3.68,Wheat,NO,YES,8.3,0,7.8,855,24.4,After,Rainfed,Canal,YES,NO,90.58,5.58,7895.15,17013.78,111567.6,28.7166767,77.890433
FARM0515,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,34,1.49,3.68,Wheat,NO,YES,8.3,0,7.8,855,24.4,Before,Rainfed,Rainfed,NO,NO,93.22,5.6,5778.64,18042.36,90119.53,28.7166767,77.890433
FARM0516,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,55,1.77,4.37,Sugarcane,YES,YES,9.0,0,6.9,833,24.9,After,Rainfed,Canal,YES,NO,98.81,6.77,9543.88,16500.37,133667.08,28.7733808,77.5033582
FARM0516,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,55,1.77,4.37,Sugarcane,YES,YES,9.0,0,6.9,833,24.9,Before,Rainfed,Rainfed,NO,NO,103.78,7.22,7115.72,17686.75,89959.7,28.7733808,77.5033582
FARM0517,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,57,1.02,2.52,Rice,NO,YES,13.9,59100,7.7,793,24.8,After,Well,Well,YES,NO,93.85,3.72,5317.78,12985.8,75952.86,28.7733808,77.5033582
FARM0517,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,57,1.02,2.52,Rice,NO,YES,13.9,59100,7.7,793,24.8,Before,Well,Well,NO,NO,94.95,4.12,4514.08,13344.1,74009.79,28.7733808,77.5033582
FARM0518,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,63,2.29,5.66,Sugarcane,YES,NO,10.2,0,4.0,842,24.6,After,Rainfed,Well,YES,NO,120.47,6.55,11271.3,21067.63,156047.14,28.7733808,77.5033582
FARM0518,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,63,2.29,5.66,Sugarcane,YES,NO,10.2,0,4.0,842,24.6,Before,Rainfed,Rainfed,NO,NO,120.04,7.19,8191.11,22035.55,115524.2,28.7733808,77.5033582
FARM0519,NAG02,Nagpur,Maharashtra,Treatment,YES,YES,25,2.88,7.12,Gram,YES,YES,14.8,43400,7.0,1187,26.6,After,Rainfed,Rainfed,YES,NO,107.51,4.47,12699.41,25451.01,177859.39,21.1498134,79.0820556
FARM0519,NAG02,Nagpur,Maharashtra,Treatment,YES,YES,25,2.88,7.12,Gram,YES,YES,14.8,43400,7.0,1187,26.6,Before,Rainfed,Rainfed,NO,NO,107.47,4.48,10790.15,28201.01,163574.96,21.1498134,79.0820556
FARM0520,MYS03,Mysuru,Karnataka,Treatment,YES,YES,31,1.78,4.4,Soybean,YES,YES,15.4,0,5.2,811,24.8,After,Rainfed,Well,YES,NO,96.7,4.48,8780.98,16046.9,124285.31,12.3041464,76.6529521
FARM0520,MYS03,Mysuru,Karnataka,Treatment,YES,YES,31,1.78,4.4,Soybean,YES,YES,15.4,0,5.2,811,24.8,Before,Rainfed,Rainfed,NO,NO,98.65,4.58,6586.95,17787.79,96215.7,12.3041464,76.6529521
FARM0521,MUR04,Muradnagar,Uttar Pradesh,Treatment,YES,YES,33,1.12,2.77,Sugarcane,NO,YES,13.8,71600,6.5,768,24.4,After,Rainfed,Rainfed,YES,NO,105.45,5.78,5115.55,11395.73,71134.41,28.7733808,77.5033582
FARM0521,MUR04,Muradnagar,Uttar Pradesh,Treatment,YES,YES,33,1.12,2.77,Sugarcane,NO,YES,13.8,71600,6.5,768,24.4,Before,Rainfed,Rainfed,NO,NO,107.39,6.01,4628.91,12065.56,60496.86,28.7733808,77.5033582
FARM0522,MYS04,Mysuru,Karnataka,Treatment,YES,YES,35,2.19,5.41,Soybean,NO,YES,2.8,0,8.4,849,24.8,After,Well,Well,YES,YES,99.83,4.7,11910.17,24370.56,194504.12,12.3041464,76.6529521
FARM0522,MYS04,Mysuru,Karnataka,Treatment,YES,YES,35,2.19,5.41,Soybean,NO,YES,2.8,0,8.4,849,24.8,Before,Well,Well,NO,NO,99.68,4.72,10226.81,24975.11,150103.82,12.3041464,76.6529521
FARM0523,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,28,1.5,3.71,Pulses,NO,YES,14.3,73200,8.5,828,24.3,After,Well,Well,YES,NO,105.64,5.66,8357.17,16350.58,117940.11,28.7166767,77.890433
FARM0523,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,28,1.5,3.71,Pulses,NO,YES,14.3,73200,8.5,828,24.3,Before,Well,Well,NO,NO,106.98,5.68,7374.47,17426.94,99359.03,28.7166767,77.890433
FARM0524,NAG05,Nagpur,Maharashtra,Treatment,YES,YES,38,4.72,11.66,Soybean,NO,YES,8.4,39700,4.0,1194,27.1,After,Rainfed,Canal,YES,NO,122.75,4.85,20754.56,50805.57,288278.32,21.1498134,79.0820556
FARM0524,NAG05,Nagpur,Maharashtra,Treatment,YES,YES,38,4.72,11.66,Soybean,NO,YES,8.4,39700,4.0,1194,27.1,Before,Rainfed,Rainfed,NO,NO,128.28,5.11,16014.33,53574.86,218866.97,21.1498134,79.0820556
FARM0525,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,59,2.85,7.04,Wheat,NO,YES,26.2,44800,8.2,808,24.4,After,Rainfed,Rainfed,YES,NO,99.84,4.99,13912.93,29441.33,195897.03,28.7166767,77.890433
FARM0525,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,59,2.85,7.04,Wheat,NO,YES,26.2,44800,8.2,808,24.4,Before,Rainfed,Rainfed,NO,NO,104.12,5.46,12353.88,31837.64,177139.21,28.7166767,77.890433
FARM0526,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,46,0.76,1.88,Cotton,NO,YES,11.7,43800,5.4,858,24.9,After,Rainfed,Canal,YES,YES,95.52,6.23,3709.03,8683.65,59588.52,28.7166767,77.890433
FARM0526,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,46,0.76,1.88,Cotton,NO,YES,11.7,43800,5.4,858,24.9,Before,Rainfed,Rainfed,NO,NO,97.64,6.29,2950.41,8937.95,45933.42,28.7166767,77.890433
FARM0527,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,27,1.93,4.77,Cotton,NO,YES,20.7,75000,7.0,787,24.6,After,Well,Well,YES,YES,92.97,6.57,10169.65,20818.87,164008.51,28.7166767,77.890433
FARM0527,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,27,1.93,4.77,Cotton,NO,YES,20.7,75000,7.0,787,24.6,Before,Well,Well,NO,NO,90.93,6.9,9361.46,22468.34,128663.58,28.7166767,77.890433
FARM0528,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,33,1.35,3.34,Maize,NO,NO,7.2,0,6.7,805,24.8,After,Rainfed,Rainfed,YES,NO,102.74,4.13,6099.07,13930.82,85926.34,28.7166767,77.890433
FARM0528,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,33,1.35,3.34,Maize,NO,NO,7.2,0,6.7,805,24.8,Before,Rainfed,Rainfed,NO,NO,100.22,4.33,5423.58,15307.38,74702.37,28.7166767,77.890433
FARM0529,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,51,2.39,5.91,Maize,YES,YES,4.8,0,5.8,792,24.6,After,Rainfed,Rainfed,YES,NO,102.75,4.67,10850.67,24143.19,152266.39,28.7166767,77.890433
FARM0529,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,51,2.39,5.91,Maize,YES,YES,4.8,0,5.8,792,24.6,Before,Rainfed,Rainfed,NO,NO,105.84,4.99,9452.05,25916.79,138509.81,28.7166767,77.890433
FARM0530,PUN04,Pune,Maharashtra,Treatment,YES,YES,52,1.56,3.85,Soybean,NO,YES,22.4,61900,5.6,779,24.6,After,Rainfed,Rainfed,YES,YES,90.84,3.84,6764.01,16215.87,109977.25,18.5213738,73.8545071
FARM0530,PUN04,Pune,Maharashtra,Treatment,YES,YES,52,1.56,3.85,Soybean,NO,YES,22.4,61900,5.6,779,24.6,Before,Rainfed,Rainfed,NO,NO,95.18,4.07,6136.16,16912.34,83101.11,18.5213738,73.8545071
FARM0531,DHA02,Dharwad,Karnataka,Treatment,YES,YES,50,0.65,1.61,Maize,YES,NO,5.8,0,8.5,921,24.0,After,Canal,Canal,YES,NO,90.54,3.98,3580.82,7196.76,51240.85,15.3707296,75.1332867
FARM0531,DHA02,Dharwad,Karnataka,Treatment,YES,YES,50,0.65,1.61,Maize,YES,NO,5.8,0,8.5,921,24.0,Before,Canal,Canal,NO,NO,95.25,4.01,3289.47,7508.74,52946.89,15.3707296,75.1332867
FARM0532,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,34,1.35,3.34,Sugarcane,NO,NO,7.2,0,5.5,846,24.4,After,Well,Well,YES,NO,86.34,7.81,6780.66,14105.89,94107.53,28.7733808,77.5033582
FARM0532,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,34,1.35,3.34,Sugarcane,NO,NO,7.2,0,5.5,846,24.4,Before,Well,Well,NO,NO,90.72,7.81,5850.65,15390.04,80224.52,28.7733808,77.5033582
FARM0533,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,50,2.22,5.49,Sugarcane,NO,YES,12.8,33500,7.5,804,24.3,After,Rainfed,Canal,YES,NO,90.58,6.22,12101.24,22756.6,170589.48,28.7166767,77.890433
FARM0533,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,50,2.22,5.49,Sugarcane,NO,YES,12.8,33500,7.5,804,24.3,Before,Rainfed,Rainfed,NO,NO,95.12,6.36,9160.8,24585.3,129653.48,28.7166767,77.890433
FARM0534,MUR05,Muradnagar,Uttar Pradesh,Treatment,YES,YES,55,2.39,5.91,Rice,YES,YES,5.5,0,6.7,756,24.9,After,Well,Well,YES,YES,100.69,4.0,12876.4,21517.83,211092.2,28.7733808,77.5033582
FARM0534,MUR05,Muradnagar,Uttar Pradesh,Treatment,YES,YES,55,2.39,5.91,Rice,YES,YES,5.5,0,6.7,756,24.9,Before,Well,Well,NO,NO,101.62,4.01,11044.99,23334.28,151254.12,28.7733808,77.5033582
FARM0535,MEE02,Meerut,Uttar Pradesh,Treatment,YES,YES,44,4.25,10.5,Gram,YES,NO,7.8,36500,5.8,844,24.2,After,Well,Well,YES,NO,101.87,3.8,22460.76,42273.04,320180.7,29.0018557,77.7679671
FARM0535,MEE02,Meerut,Uttar Pradesh,Treatment,YES,YES,44,4.25,10.5,Gram,YES,NO,7.8,36500,5.8,844,24.2,Before,Well,Well,NO,NO,97.63,4.13,19024.59,43709.73,258701.95,29.0018557,77.7679671
